문서번호,보고일자,문서구분,제목,수(발)신자,보고자,검토자,상태,붙임,종류,분리,생산등록번호,공개구분,목록공개여부,문서비공개사유,외부(민원인)주소,등록구분
10410,2025.11.21,접수,2026년 전북특별자치도 양성평등정책 시행계획 제출 요청,전북특별자치도 여성가족과,박시연,,담당확인,O,전자,X,여성가족과-22566,대국민공개,O,,,
10409,2025.11.21,접수,소송대리인 지정 요청(서울중앙지법 2025가소359524 구상금),전북특별자치도도로관리사업소 시설과,함재화,함재화,접수,O,전자,X,시설과-9441,비공개,O,소송관련,,
10408,2025.11.21,접수,[이송] 2025년 법제처 주관 법제교육유공 포상 후보자 추천 요청,전북특별자치도인재개발원 교육지원과,오진웅,오진웅,접수,O,전자,X,교육지원과-11949,대국민공개,O,,,
10407,2025.11.21,접수,타 부처 법령 제·개정안 의견조회(청탁금지법 등 22건),행정안전부 법무담당관,박시연,,담당확인,O,전자,X,법무담당관-12168,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
10405,2025.11.21,접수,이광희 국회의원 요구자료 철회 알림(공유재산 매입·매각 관련),전북특별자치도 회계과,박시연,,담당확인,X,전자,X,회계과-23932,비공개,O,내부검토 과정,,
10404,2025.11.21,접수,2025년도 국군장병 등 위문성금 모금 협조 요청(재안내),전북특별자치도 총무과,박시연,,담당확인,O,전자,X,총무과-23642,대국민공개,O,,,
10403,2025.11.21,접수,조례규칙심의회 심의 의뢰(전북특별자치도 직장운동경기부 설치 및 운영 조례 시행규칙 전부개정규칙안),전북특별자치도 체육정책과,이유경,이유경,접수,O,전자,X,체육정책과-12355,대국민공개,O,,,
10402,2025.11.21,접수,정부 합동평가 지표 현황 제출(11월말 기준),진안군 기획홍보실,이유경,이유경,접수,O,전자,X,기획홍보실-12815,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
10398,2025.11.21,접수,2025년 4분기 홈페이지 종합 점검 및 현행화 협조 요청,전북특별자치도 소통기획과,박시연,박시연,접수,O,전자,X,소통기획과-8199,대국민공개,O,,,
10397,2025.11.21,접수,행정심판청구에 따른 시스템 사용자계정 발급신청서 제출,익산시 행정지원과,박소연,,이송,O,전자,X,행정지원과-38712,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보 (6호) 개인 사생활 관련 정보",,
10396,2025.11.21,접수,행정정보공동이용시스템 점검 및 공통인프라 교체작업에 따른 서비스 중단 안내,전북특별자치도 행정정보과,박시연,,담당확인,O,전자,X,행정정보과-16688,비공개,O,의사결정 과정,,
10395,2025.11.21,접수,행정안전부 조직개편에 따른 전자문서유통 중단 및 조직정보(LDAP) 변경 안내,전북특별자치도 행정정보과,박시연,,담당확인,O,전자,X,행정정보과-16689,대국민공개,O,,,
10394,2025.11.21,접수,행정소송 진행상황 보고(전주지방법원 2025구합1282 징계처분취소),전북특별자치도감사위원회 사무국,함재화,함재화,접수,X,전자,X,사무국-15279,비공개,X,소송,,
10393,2025.11.21,접수,(전직원 공람) 전북특별자치도 자치법규 공포사항 알림('25.11.21일자),전북특별자치도 법무행정과,박시연,,담당확인,X,전자,X,법무행정과-10388,대국민공개,O,,,
10392,2025.11.21,접수,전북특별자치도 고문변호사 자문 의뢰,전북특별자치도 금융사회적경제과,함재화,,담당확인,O,전자,X,금융사회적경제과-7924,비공개,O,의사결정 과정,,
10386,2025.11.20,접수,2025년 법제처 법령해석 20주년 기념행사 참석 요청,법제처 법령해석총괄과,김성곤,김성곤,접수,O,전자,X,법령해석총괄과-5197,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
10385,2025.11.20,접수,2025년 12월 당직명령 통보,전북특별자치도 총무과,박시연,,담당확인,O,전자,X,총무과-23596,부분공개,O,개인정보 포함,,
10384,2025.11.20,접수,전북특별자치도 고문변호사 자문의뢰,전북특별자치도감사위원회 사무국,함재화,,담당확인,O,전자,X,사무국-15269,비공개,O,민원 조사에 관한 사항,,
10381,2025.11.20,접수,「제3기 국가비전과 국정과제 심화과정」교육 안내 및 대상자 추천 요청,전북특별자치도인재개발원 교육지원과,박시연,,담당확인,O,전자,X,교육지원과-11920,대국민공개,O,,,
10380,2025.11.20,접수,제14회 국민권익의 날 기념 포상 관련 행정심판부문 유공자 추천 요청,중앙행정심판위원회 행정심판총괄과,박미경,,담당확인,O,전자,X,행정심판총괄과-9532,비공개,O,(6호) 개인 사생활 관련 정보,,
10379,2025.11.20,접수,2025년 11월 중앙공모사업 추진상황 제출 협조 요청,전북특별자치도 정책기획관,이유경,,담당확인,O,전자,X,정책기획관-14013,비공개,O,내부검토 과정,,
10377,2025.11.20,접수,청렴도 및 만족도 조사시스템 '25년 10월 명부 제출 협조,전북특별자치도감사위원회 사무국,박시연,,담당확인,O,전자,X,사무국-15259,부분공개,O,개인정보 등,,
10376,2025.11.20,접수,원격접속시스템 및 통합인증 관련 보안강화 협조,전북특별자치도 행정정보과,박시연,,담당확인,O,전자,X,행정정보과-15267,비공개,O,내부 보안 자료,,
10375,2025.11.20,접수,2026년('25년 실적) 지자체 합동평가 지표 조정매뉴얼(11.4.기준) 책자 배부,전북특별자치도 자치행정과,이유경,,담당확인,O,전자,X,자치행정과-11656,대국민공개,O,,,
10374,2025.11.20,접수,「2026년 주민e직접 플랫폼 유지관리」업무 위수탁계약 체결 안내,한국지역정보개발원 행정정보부,오진웅,오진웅,접수,O,전자,X,행정정보부-3615,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
10373,2025.11.20,접수,이광희 국회의원 요구자료 제출 요청(공유재산 매입·매각 관련),전북특별자치도 회계과,박시연,,담당확인,O,전자,X,회계과-23859,비공개,O,내부검토 과정,,
10372,2025.11.20,접수,「2025년 규제혁신 유공자 도지사 포상 계획」 안내 및 대상자 추천 요청,전북특별자치도 자치제도과,박시연,,담당확인,O,전자,X,자치제도과-5340,대국민공개,O,,,
10371,2025.11.20,접수,타 부처 법령 제·개정안 의견조회(소방장비관리법 등 22건),행정안전부 법무담당관,박시연,,담당확인,O,전자,X,법무담당관-12097,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
10370,2025.11.20,접수,수의계약 배제사유 여부 조회(중원종합배관),전북특별자치도수산기술연구소 민물고기연구센터,박시연,,담당확인,O,전자,X,민물고기연구센터-5005,비공개,X,사업장 정보보호,,
10369,2025.11.20,접수,수의계약 배제사유 여부 조회(잘짓는건축),전북특별자치도수산기술연구소 수산연구과,박시연,,담당확인,O,전자,X,수산연구과-7310,대국민공개,O,,,
10366,2025.11.20,접수,2025년 우수 자치법규 입법 참고조례안 공유,법제처 자치법제지원과,김성곤,김성곤,접수,O,전자,X,자치법제지원과-2013,대국민공개,O,,,
10365,2025.11.20,접수,(전직원 공람) 법령 제ㆍ개정에 따른 자치법규 위임사항 통보,전북특별자치도 법무행정과,박시연,,담당확인,O,전자,X,법무행정과-10350,대국민공개,O,,,
10364,2025.11.20,접수,장애인 정보접근권 보장을 위한 『장벽 없는 키오스크』가이드라인 배포 협조 요청,전북특별자치도 장애인복지정책과,박시연,,담당확인,O,전자,X,장애인복지정책과-15226,대국민공개,O,,,
10363,2025.11.20,접수,2025년 제35회 중앙행정심판위원회 본위원회 재결서 송부(피청구인),중앙행정심판위원회 행정심판총괄과,한희정,,담당확인,O,전자,X,행정심판총괄과-9474,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보 (6호) 개인 사생활 관련 정보 (7호) 법인 등의 경영, 영업비밀 관련 정보",,
10362,2025.11.20,접수,2025년도 전북특별자치도 인재개발원 사이버교육(나라배움터) 수강 안내(전직원 공람),전북특별자치도인재개발원 인재양성과,박시연,,담당확인,X,전자,X,인재양성과-5467,대국민공개,O,,,
10361,2025.11.20,접수,2025년 기획재정부 재정교육 12월 수강모집 안내,전북특별자치도인재개발원 교육지원과,박시연,,담당확인,O,전자,X,교육지원과-11833,대국민공개,O,,,
10360,2025.11.20,접수,전북특별자치도 소방교육훈련기관 운영 규정(훈령) 제정에 따른 검토 의견 조회,전북특별자치도 소방행정과,김성곤,김성곤,접수,O,전자,X,소방행정과-31577,비공개,O,의사결정 과정,,
10359,2025.11.20,접수,지방세외수입정보시스템 서비스 중단 일정 안내,전북특별자치도 세정과,박시연,,담당확인,X,전자,X,세정과-12566,대국민공개,O,,,
10358,2025.11.20,접수,2025년 개인정보 보호 교육 이수 요청(전직원 공람),전북특별자치도 행정정보과,박시연,,담당확인,X,전자,X,행정정보과-16580,대국민공개,O,,,
10357,2025.11.20,접수,'25년 4분기 적극행정을 통한 규제개선 사례 제출 요청(~12.5.),전북특별자치도 자치제도과,이유경,,담당확인,O,전자,X,자치제도과-5327,대국민공개,O,,,
10356,2025.11.20,접수,수의계약 배제사유 여부 조회(유한회사미도씨엔에스),전북특별자치도동물위생시험소 방역과,박시연,,담당확인,O,전자,X,방역과-10402,대국민공개,O,,,
10355,2025.11.20,접수,수의계약 배제사유 여부 조회(리버사이언스),전북특별자치도동물위생시험소 방역과,박시연,,담당확인,O,전자,X,방역과-10403,대국민공개,O,,,
10354,2025.11.20,접수,소송대리인(변호사) 선임 요청(전주지법 2025구합1307),전북특별자치도 유산관리과,함재화,함재화,접수,O,전자,X,유산관리과-16870,비공개,O,소송관련정보,,
10353,2025.11.20,접수,타 부처 법령 제·개정안 의견조회(신용보증기금법 등 21건),행정안전부 법무담당관,박시연,,담당확인,O,전자,X,법무담당관-12068,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
10352,2025.11.20,접수,타 부처 법령 제·개정안 의견조회(산업발전법 등 22건),행정안전부 법무담당관,박시연,,담당확인,O,전자,X,법무담당관-12069,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
10345,2025.11.19,접수,김성회 의원발의「사회연대경제기본법」제정법률안에 대한 의견 조회,행정안전부 자치행정과,박시연,,담당확인,O,전자,X,자치행정과-6712,부분공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
10344,2025.11.19,접수,위성곤 의원발의「사회연대경제기본법」제정법률안에 대한 의견 조회,행정안전부 자치행정과,박시연,,담당확인,O,전자,X,자치행정과-6711,부분공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
10343,2025.11.19,접수,김영배 의원발의「사회연대경제기본법」제정법률안에 대한 의견 조회,행정안전부 자치행정과,박시연,,담당확인,O,전자,X,자치행정과-6710,부분공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
10342,2025.11.19,접수,법령 제ㆍ개정에 따른 자치법규 위임사항 통보,법제처 자치법제지원과,이유경,,담당확인,O,전자,X,자치법제지원과-2003,대국민공개,O,,,
10341,2025.11.19,접수,민사소송 소장 접수보고(서울중앙지법 2025가소359524 구상금),전북특별자치도도로관리사업소 시설과,함재화,,담당확인,O,전자,X,시설과-9392,비공개,O,소송,,
10340,2025.11.19,접수,소송수행자 지정 요청(전주지법 2025가소16493 손해배상),전북특별자치도도로관리사업소 시설과,함재화,,담당확인,O,전자,X,시설과-9385,비공개,O,소송관련,,
10339,2025.11.19,접수,2025년도 4분기 우발채무 전문가 컨설팅 수요 조사,전북특별자치도 예산과,오진웅,오진웅,접수,O,전자,X,예산과-12569,대국민공개,O,,,
10338,2025.11.19,접수,「콘텐츠산업 진흥법 시행령」일부 개정령안 의견조회,전북특별자치도 문화산업과,박시연,,담당확인,O,전자,X,문화산업과-16434,대국민공개,O,,,
10337,2025.11.19,접수,「전북특별자치도 행정기구 설치 및 정원 운영에 관한 조례 시행규칙」일부개정규칙안 사전심사 의뢰,전북특별자치도 정책기획관,오진웅,,담당확인,O,전자,X,정책기획관-13950,비공개,O,내부검토 과정,,
10336,2025.11.19,접수,2026년도 지방자치단체 정책지원을 위한 정책연구과제 및 정책이슈리포트 제안 요청,전북특별자치도 정책기획관,이유경,,담당확인,O,전자,X,정책기획관-13937,대국민공개,O,,,
10335,2025.11.19,접수,「생태계보전부담금의 단위면적당 부과금액」 고시 제정안 의견 조회,기후에너지환경부 자연생태정책과,박시연,,담당확인,O,전자,X,자연생태정책과-1013,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
10334,2025.11.19,접수,수의계약 배제사유 여부 조회(건설안전관리협회),전북특별자치도수산기술연구소 수산연구과,박시연,,담당확인,O,전자,X,수산연구과-7265,대국민공개,O,,,
10333,2025.11.19,접수,2026년도 기본연구과제 수행을 위한 연구주제 수요조사 협조 요청,전북특별자치도 정책기획관,박시연,,담당확인,O,전자,X,정책기획관-13938,대국민공개,O,,,
10332,2025.11.18,접수,행정소송 소송대리인(변호사) 선임요청(전주지법 2025구합1302),전북특별자치도 소방감찰과,함재화,함재화,접수,O,전자,X,소방감찰과-9681,비공개,O,의사결정 과정,,
10326,2025.11.18,접수,수의계약 배제사유 여부 조회[유한회사 스카이항공],전북특별자치도 소방행정과,박시연,,담당확인,O,전자,X,소방행정과-31537,부분공개,O,사업자 세부정보 보호 등,,
10325,2025.11.18,접수,수의계약 배제사유 여부 조회[(유) 한빛글로벌],전북특별자치도 소방행정과,박시연,,담당확인,O,전자,X,소방행정과-31539,대국민공개,O,,,
10324,2025.11.18,접수,공무원 자기주도학습 교육훈련시간 충족현황 알림('25.11.18.실적 및 '25.12.31.예상),전북특별자치도인재개발원 교육지원과,박시연,,담당확인,O,전자,X,교육지원과-11838,비공개,O,개인정보 등,,
10323,2025.11.18,접수,2026년 비영리민간단체 공익활동 지원사업 공통 선정기준 의견 조회,전북특별자치도 예산과,박시연,,담당확인,O,전자,X,예산과-12541,대국민공개,O,,,
10322,2025.11.18,접수,2026년 창업지원사업 통합공고 자료 제출 요청,전북특별자치도 창업지원과,박시연,,담당확인,O,전자,X,창업지원과-5475,대국민공개,O,,,
10321,2025.11.18,접수,지방자치인재개발원「AI 인사이트 특강(11월)」2회차 운영 안내,전북특별자치도인재개발원 교육지원과,박시연,,담당확인,O,전자,X,교육지원과-11811,대국민공개,O,,,
10320,2025.11.18,접수,비영리법인 해산신고 알림(재단법인 한국기독교부활장애인선교재단),전북특별자치도 유산관리과,박시연,,담당확인,X,전자,X,유산관리과-16790,대국민공개,O,,,
10319,2025.11.18,접수,법제사법위원회 의견제시 요청(국가보안법 일부개정법률안),행정안전부 법무담당관,박시연,,담당확인,O,전자,X,법무담당관-11960,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
10315,2025.11.18,접수,민사소송(2025가소306114) 원고일부승에 따른 지휘 요청,전북특별자치도도로관리사업소 포장과,함재화,,담당확인,O,전자,X,포장과-8025,비공개,X,내부검토 과정,,
10314,2025.11.18,접수,행정·공공기관 웹사이트 불법 광고 차단 조치 요청,전북특별자치도 행정정보과,박시연,,담당확인,O,전자,X,행정정보과-16460,비공개,O,내부검토 과정,,
10313,2025.11.18,접수,자발적 기탁물품 기탁자의 직무관련성 유무 조회 요청,전북특별자치도립여성중고등학교,박시연,,담당확인,O,전자,X,전북특별자치도립여성중고등학교-5040,대국민공개,O,,,
10308,2025.11.18,접수,타 부처 법령 제·개정안 의견조회(국민연금법 등 22건),행정안전부 법무담당관,박시연,,담당확인,O,전자,X,법무담당관-11929,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
10305,2025.11.18,접수,2025년 제8회 중앙지방정책협의회 개최 안내 및 안건제출 요청,전북특별자치도 자치행정과,이유경,,담당확인,O,전자,X,자치행정과-11561,대국민공개,O,,,
10304,2025.11.18,접수,2025년「기후재난 보건응급조사」3차 교육 알림,전북특별자치도 보건의료과,박시연,,담당확인,O,전자,X,보건의료과-19443,부분공개,O,내부검토 과정,,
10303,2025.11.18,접수,2026년 상반기 법령 외국어 번역 수요조사 협조 요청,법제처 법제교류협력담당관,김성곤,,담당확인,O,전자,X,법제교류협력담당관-631,대국민공개,O,,,
10301,2025.11.18,접수,소송 진행상황 보고(광주고법2025나20767 공사대금)-도계~석정,전북특별자치도 도로공항철도과,함재화,,담당확인,O,전자,X,도로공항철도과-13168,비공개,O,소송관련,,
10300,2025.11.17,접수,「안전관리헌장」 일부개정안 의견조회,행정안전부 안전문화교육과,박시연,,이송,O,전자,X,안전문화교육과-3909,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
10299,2025.11.17,접수,전북특별자치도 공공디자인 진흥계획 및 진흥위원회 제도 안내,전북특별자치도 주택건축과,박시연,,담당확인,O,전자,X,주택건축과-27452,대국민공개,O,,,
10297,2025.11.17,접수,전북특별자치도 고문변호사 자문 의뢰,전북특별자치도 도로공항철도과,함재화,,담당확인,O,전자,X,도로공항철도과-13160,비공개,O,소송관련,,
10296,2025.11.17,접수,수의계약 배제사유 여부 조회(투센스),전북특별자치도수산기술연구소어업기술센터,박시연,,담당확인,O,전자,X,어업기술센터-5217,대국민공개,O,,,
10295,2025.11.17,접수,대통령 해외순방 중 공무원 공직기강 확립 및 근무 철저(전 직원 공람),전북특별자치도 총무과,박시연,,담당확인,X,전자,X,총무과-23178,대국민공개,O,,,
10294,2025.11.17,접수,도내업체 생산제품 우선구매 협조(요청),전북특별자치도 회계과,박시연,,담당확인,O,전자,X,회계과-23512,대국민공개,O,,,
10293,2025.11.17,접수,「미군공여구역법」 일부개정법률안(이재강의원 대표발의) 의견 조회,행정안전부 균형발전진흥과,박시연,,담당확인,O,전자,X,균형발전진흥과-4171,대국민공개,O,,,
10292,2025.11.17,접수,「미군공여구역법」 일부개정법률안(노종면의원 대표발의) 의견 조회,행정안전부 균형발전진흥과,박시연,,담당확인,O,전자,X,균형발전진흥과-4170,대국민공개,O,,,
10291,2025.11.17,접수,2025년 하반기 현장행정 우수사례 선정 계획 안내 및 우수사례 제출 요청,전북특별자치도 자치행정과,이유경,,담당확인,O,전자,X,자치행정과-11535,대국민공개,O,,,
10290,2025.11.17,접수,수의계약 배제사유 여부 조회(주식회사 한빛전력),전북특별자치도동물위생시험소 방역과,박시연,,담당확인,O,전자,X,방역과-10284,대국민공개,O,,,
10287,2025.11.17,접수,민사소송 소장 접수보고(전주지법2025가소16493 손해배상),전북특별자치도도로관리사업소 시설과,함재화,,담당확인,O,전자,X,시설과-9316,비공개,O,소송,,
10286,2025.11.17,접수,2025년 우발채무·투자심사 권역별 설명회 개최 안내 및 참석자 명단 제출 요청,전북특별자치도 예산과,박시연,,담당확인,O,전자,X,예산과-12494,대국민공개,O,,,
10285,2025.11.17,접수,타 부처 법령 제·개정안 의견조회(교육기본법 등 22건),행정안전부 법무담당관,박시연,,담당확인,O,전자,X,법무담당관-11881,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
10284,2025.11.17,접수,국가데이터처(舊 통계청) 대표 누리집 도메인 안내,전북특별자치도 정책기획관,박시연,,담당확인,X,전자,X,정책기획관-13863,대국민공개,O,,,
10282,2025.11.17,접수,행정심판 접수 및 집행정지 인용결정 알림[거산무역상사],서울지방식품의약품안전청 운영지원과,한희정,,담당확인,O,전자,X,운영지원과-22349,비공개,O,"(6호) 개인 사생활 관련 정보 (7호) 법인 등의 경영, 영업비밀 관련 정보",,
10281,2025.11.17,접수,「국제행사의 유치개최 등에 관한 규정」등 일부개정안 관계부처 의견 조회,기획재정부 재정관리총괄과,박시연,,이송,O,전자,X,재정관리총괄과-1156,대국민공개,O,,,
10280,2025.11.17,접수,「지방자치단체를 당사자로 하는 계약에 관한 법률 일부개정법률안」 (윤영석 의원 대표발의 2건) 의견조회,전북특별자치도 회계과,박시연,,담당확인,O,전자,X,회계과-23422,대국민공개,O,,,
10273,2025.11.17,접수,(전직원 공람)「고농도 미세먼지 비상저감조치 공공2부제 시행지침」알림,전북특별자치도 생활환경과,박시연,,담당확인,O,전자,X,생활환경과-18380,대국민공개,O,,,
10272,2025.11.17,접수,순환경제 규제샌드박스 신속처리(신청번호 2025-01-083) 의견제출 요청,기후에너지환경부 자원순환정책과,박시연,,담당확인,O,전자,X,자원순환정책과-644,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보 (7호) 법인 등의 경영, 영업비밀 관련 정보",,
10271,2025.11.17,접수,순환경제 규제샌드박스 신속처리(신청번호 2025-01-082) 의견제출 요청,기후에너지환경부 자원순환정책과,박시연,,담당확인,O,전자,X,자원순환정책과-643,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보 (7호) 법인 등의 경영, 영업비밀 관련 정보",,
10270,2025.11.17,접수,지연배상금 부과에 따른 수의계약 배제업체 알림,전북특별자치도 회계과,박시연,,담당확인,X,전자,X,회계과-23423,대국민공개,O,,,
10268,2025.11.17,접수,「2026년 석면피해구제분담금률」고시(안) 의견 조회,기후에너지환경부 환경피해구제과,박시연,,이송,O,전자,X,환경피해구제과-301,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
10267,2025.11.17,접수,공공부문 인공지능 윤리원칙(안) 송부 및 온라인 설명회 안내,전북특별자치도 행정정보과,박시연,,담당확인,O,전자,X,행정정보과-16360,비공개,O,내부검토 과정,,
10265,2025.11.17,접수,모경종 의원발의「지방자치법」 일부개정법률안 의견조회,행정안전부 자치분권제도과,박시연,,이송,O,전자,X,자치분권제도과-4119,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
10264,2025.11.17,접수,부서주관 상시학습 결과 알림(2025년 전북특별자치도 백년포럼 제40~42강),전북특별자치도 정책기획관,박시연,,담당확인,O,전자,X,정책기획관-13842,부분공개,O,개인정보 등,,
10263,2025.11.17,접수,2025년 도 모범 및 도정발전 유공 공무원 포상 계획 통보,전북특별자치도 총무과,이유경,,담당확인,O,전자,X,총무과-23110,대국민공개,O,,,
10262,2025.11.17,접수,소방본부 행정지원차 불용결정에 따른 매각 계획 보고,전북특별자치도 소방행정과,박시연,,담당확인,X,전자,X,소방행정과-31271,대국민공개,O,,,
10261,2025.11.17,접수,2025년 10월「주민e직접 플랫폼 유지관리」업무수행 결과보고,한국지역정보개발원 행정정보부,오진웅,오진웅,접수,O,전자,X,행정정보부-3558,비공개,O,"(7호) 법인 등의 경영, 영업비밀 관련 정보",,
10260,2025.11.17,접수,소송 진행상황 보고(광주고법2025나20767 공사대금)-도계~석정,전북특별자치도 도로공항철도과,함재화,,담당확인,O,전자,X,도로공항철도과-13135,비공개,O,소송관련,,
10259,2025.11.17,접수,의원발의 「할부거래에 관한 법률」 일부개정법률안에 대한 의견조회,공정거래위원회 특수거래정책과,박시연,,담당확인,O,전자,X,특수거래정책과-1882,대국민공개,O,,,
10258,2025.11.17,접수,2026년 재난관리평가 관련 재난관리 정책추진 가점 관련자료 제출요청,전북특별자치도 안전정책과,박시연,,담당확인,O,전자,X,안전정책과-14118,부분공개,O,내부검토 및 개인정보 포함,,
10257,2025.11.17,접수,2025년 10월 벤처나라 지정 결과 알림,전북특별자치도 회계과,박시연,,담당확인,O,전자,X,회계과-23355,대국민공개,O,,,
10256,2025.11.17,접수,2025 대한민국 정부혁신 박람회 개최 안내 및 참석 협조 요청(전직원 공람),전북특별자치도 인구청년정책과,박시연,,담당확인,O,전자,X,인구청년정책과-8770,대국민공개,O,,,
10255,2025.11.17,접수,시설물 안전점검·진단제도 운영실태 감사원 감사결과 조치결과 제출 요청,전북특별자치도 사회재난과,박시연,,담당확인,O,전자,X,사회재난과-9795,비공개,O,내부검토 과정,,
10254,2025.11.17,접수,2025.11.15.기준 중증장애인생산품 및 장애인표준사업장생산품 우선구매 실적 안내 및 우선구매 협조 요청,전북특별자치도 장애인복지정책과,오진웅,오진웅,접수,O,전자,X,장애인복지정책과-15068,부분공개,O,의사결정 과정,,
10253,2025.11.17,접수,지방계약법 시행령 한시적 특례기간 연장에 대한 의견수렴,전북특별자치도 회계과,박시연,,담당확인,O,전자,X,회계과-23370,대국민공개,O,,,
10252,2025.11.17,접수,"2025년도「감염병 위기대응교육」수강 안내(BSC 부서 공통지표, 전직원공람)",전북특별자치도 감염병관리과,박시연,,담당확인,O,전자,X,감염병관리과-20642,대국민공개,O,,,
10251,2025.11.17,접수,「전북특별자치도 행정기구 설치 및 정원 운영에 관한 조례 시행규칙」일부개정규칙안에 대한 의견조회,전북특별자치도 정책기획관,오진웅,,담당확인,O,전자,X,정책기획관-13807,비공개,O,내부검토 과정,,
10250,2025.11.17,접수,타 부처 법령 제·개정안 의견조회(공연법 등 22건),행정안전부 법무담당관,박시연,,담당확인,O,전자,X,법무담당관-11842,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
10249,2025.11.17,접수,(전직원 공람) 법령 제ㆍ개정에 따른 자치법규 위임사항 통보,전북특별자치도 법무행정과,박시연,,담당확인,O,전자,X,법무행정과-10242,대국민공개,O,,,
10248,2025.11.17,접수,2025년 자치입법 역량강화 교육대상자 제출,임실군 기획감사실,오진웅,오진웅,접수,O,전자,X,기획감사실-13031,부분공개,O,(6호) 개인 사생활 관련 정보,,
10247,2025.11.17,접수,「인공지능 발전과 신뢰 기반 조성 등에 관한 기본법 시행령」의견조회,전북특별자치도 디지털산업과,박시연,,담당확인,O,전자,X,디지털산업과-5797,대국민공개,O,,,
10241,2025.11.14,접수,전북특별자치도 고문변호사 자문의뢰,전북특별자치도 특별사법경찰과,함재화,,담당확인,O,전자,X,특별사법경찰과-6007,비공개,X,내부검토과정,,
10240,2025.11.14,접수,행정심판 청구에 따른 답변서 제출(사건번호 2025-172),전주시완산구 산업교통과,박소연,,이송,O,전자,X,산업교통과-47495,비공개,O,(6호) 개인 사생활 관련 정보,,
10239,2025.11.14,접수,온라인행정심판시스템 계정발급 신청,전주시덕진구 청소위생과,박소연,,이송,O,전자,X,청소위생과-20711,비공개,O,(6호) 개인 사생활 관련 정보,,
10238,2025.11.14,접수,소방차량(산악구조차) 불용에 따른 소요조회,남원소방서 소방행정과,박시연,,담당확인,X,전자,X,소방행정과-12568,대국민공개,O,,,
10236,2025.11.14,접수,수의계약 배제사유 여부 조회(해송수산),전북특별자치도수산기술연구소 민물고기연구센터,박시연,,담당확인,O,전자,X,민물고기연구센터-4911,비공개,X,사업장 정보보호,,
10235,2025.11.14,접수,타 부처 법령 제·개정안 의견조회(개인정보 보호법 등 22건),행정안전부 법무담당관,박시연,,담당확인,O,전자,X,법무담당관-11800,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
10234,2025.11.14,접수,김종민 의원발의「세종시법」 전부개정법률안 의견조회,행정안전부 자치분권제도과,박시연,,담당확인,O,전자,X,자치분권제도과-4106,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
10233,2025.11.14,접수,정춘생 의원발의「제주특별법」 일부개정법률안 의견조회,행정안전부 자치분권제도과,박시연,,담당확인,O,전자,X,자치분권제도과-4105,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
10232,2025.11.14,접수,비영리법인 설립허가 알림(사단법인 꿈드림교육연구소),전북특별자치도 교육협력과,박시연,,담당확인,X,전자,X,교육협력과-4343,대국민공개,O,,,
10231,2025.11.14,접수,타 부처 법령 제·개정안 의견조회(선원법 시행령 등 21건),행정안전부 법무담당관,박시연,,담당확인,O,전자,X,법무담당관-11787,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
10230,2025.11.14,접수,2025년 11월 소통의 날 행사 참석 협조(전 직원 공람),전북특별자치도 총무과,박시연,,담당확인,O,전자,X,총무과-23011,대국민공개,O,,,
10229,2025.11.14,접수,(전직원 공람) 전북특별자치도 자치법규 공포사항 알림('25.11.14일자),전북특별자치도 법무행정과,박시연,,담당확인,X,전자,X,법무행정과-10222,대국민공개,O,,,
10221,2025.11.14,접수,법령 제ㆍ개정에 따른 자치법규 위임사항 통보,법제처 자치법제지원과,이유경,,담당확인,O,전자,X,자치법제지원과-1994,대국민공개,O,,,
