문서번호,보고일자,문서구분,제목,수(발)신자,보고자,검토자,상태,붙임,종류,분리,생산등록번호,공개구분,목록공개여부,문서비공개사유,외부(민원인)주소,등록구분
14040,2025.11.21,접수,이광희 국회의원 요구자료 철회 알림(공유재산 매입·매각 관련),전북특별자치도 회계과,고은아,고은아,접수,X,전자,X,회계과-23932,비공개,O,내부검토 과정,,
14038,2025.11.21,접수,2023~2024년 도민·공무원 우수채택제안 실행부서 평가서 제출,전북특별자치도 산림자원과,안순남,안순남,접수,O,전자,X,산림자원과-22364,대국민공개,O,,,
14037,2025.11.21,접수,2025년 11월 중앙공모사업 추진상황 제출 협조 요청,전북특별자치도 정책기획관,김지혜,김지혜,접수,O,전자,X,정책기획관-14013,비공개,O,내부검토 과정,,
14036,2025.11.21,접수,2026년('25년 실적) 지자체 합동평가 지표 조정매뉴얼(11.4.기준) 책자 배부,전북특별자치도 자치행정과,이효림,,담당확인,O,전자,X,자치행정과-11656,대국민공개,O,,,
14035,2025.11.21,접수,행정안전부 조직개편에 따른 전자문서유통 중단 및 조직정보(LDAP) 변경 안내,전북특별자치도 행정정보과,김혜수,,담당확인,O,전자,X,행정정보과-16689,대국민공개,O,,,
14034,2025.11.21,접수,행정정보공동이용시스템 점검 및 공통인프라 교체작업에 따른 서비스 중단 안내,전북특별자치도 행정정보과,김혜수,,담당확인,O,전자,X,행정정보과-16688,비공개,O,의사결정 과정,,
14033,2025.11.21,접수,청렴도 및 만족도 조사시스템 '25년 10월 명부 제출 협조,전북특별자치도감사위원회 사무국,김혜수,,담당확인,O,전자,X,사무국-15259,부분공개,O,개인정보 등,,
14032,2025.11.21,접수,원격접속시스템 및 통합인증 관련 보안강화 협조,전북특별자치도 행정정보과,김혜수,김혜수,접수,O,전자,X,행정정보과-15267,비공개,O,내부 보안 자료,,
14031,2025.11.21,접수,2025년 4분기 홈페이지 종합 점검 및 현행화 협조 요청,전북특별자치도 소통기획과,김혜수,,담당확인,O,전자,X,소통기획과-8199,대국민공개,O,,,
14030,2025.11.21,접수,중앙부처 법령 제·개정안 의견조회(소방장비관리법 등 22건),전북특별자치도 법무행정과,김혜수,,담당확인,O,전자,X,법무행정과-10378,비공개,O,내부검토,,
14029,2025.11.21,접수,제111차 실무협의회 서면심의 의결 알림,대한민국시도지사협의회,최강철,,담당확인,O,전자,X,정책기획부-1726,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
14028,2025.11.21,접수,생성형 AI 시스템 구축 관련 부서별 사무분장표 제공 요청,전북특별자치도 행정정보과,오지수,,담당확인,X,전자,X,행정정보과-16690,비공개,O,내부검토 과정,,
14027,2025.11.21,접수,목재산업분야 집행 부진사업 현장점검 계획 알림,전북특별자치도 산림자원과,변승주,변승주,접수,O,전자,X,산림자원과-22357,부분공개,O,내부검토 과정,,
14026,2025.11.21,접수,(전직원 공람) 전북특별자치도 자치법규 공포사항 알림('25.11.21일자),전북특별자치도 법무행정과,김혜수,,담당확인,X,전자,X,법무행정과-10388,대국민공개,O,,,
14025,2025.11.21,접수,2025년 제9기 신규임용(후보)자 교육과정 강의 협조 요청(수정),전북특별자치도인재개발원 인재양성과,안순남,안순남,접수,O,전자,X,인재양성과-5496,비공개,O,개인사생활의비밀및자유침해우려,,
14024,2025.11.21,접수,2025년 제9기 신규임용(후보)자 교육과정 강의 협조 요청,전북특별자치도인재개발원 인재양성과,안순남,안순남,접수,O,전자,X,인재양성과-5492,비공개,O,개인사생활의비밀및자유침해우려,,
14023,2025.11.21,접수,2025년 12월 당직명령 통보,전북특별자치도 총무과,김혜수,,담당확인,O,전자,X,총무과-23596,부분공개,O,개인정보 포함,,
14022,2025.11.21,접수,「제3기 국가비전과 국정과제 심화과정」교육 안내 및 대상자 추천 요청,전북특별자치도인재개발원 교육지원과,김혜수,,담당확인,O,전자,X,교육지원과-11920,대국민공개,O,,,
14021,2025.11.21,접수,2026년 중기기본인력 운용계획 수립 자료 제출,전북특별자치도 대외협력과,장승현,,담당확인,O,전자,X,대외협력과-10290,비공개,O,내부검토,,
14020,2025.11.21,접수,대한민국시도지사협의회 대정부 정책건의과제('25년 17차) 부서의견 회신,전북특별자치도 일자리민생경제과,최강철,,담당확인,O,전자,X,일자리민생경제과-14867,비공개,O,내부검토 과정,,
14015,2025.11.20,접수,김남근 국회의원 요구자료 제출,전북특별자치도 보건의료과,전영훈,,담당확인,O,전자,X,보건의료과-19648,비공개,O,내부검토 과정,,
14008,2025.11.20,접수,제안의 채택 및 시행여부 조회 협조 요청,부안군 기획감사담당관,안순남,,담당확인,O,전자,X,기획감사담당관-19142,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
14007,2025.11.20,접수,2025 농림어업총조사 실사지도 운영 계획 알림,국가데이터처 농어업통계과,김대명,김대명,접수,O,전자,X,농어업통계과-481,비공개,O,(6호) 개인 사생활 관련 정보,,
14006,2025.11.20,접수,대한민국시도지사협의회 대정부건의과제(‘25년 17차) 부서의견 회신,전북특별자치도 예산과,최강철,,담당확인,X,전자,X,예산과-12626,비공개,O,내부검토과정,,
14003,2025.11.20,접수,「2025년 규제혁신 유공자 도지사 포상 계획」 안내 및 대상자 추천 요청,전북특별자치도 자치제도과,김혜수,,담당확인,O,전자,X,자치제도과-5340,대국민공개,O,,,
14002,2025.11.20,접수,지방공무원 인사발령 사항 통지,전북특별자치도 총무과,김혜수,,담당확인,O,전자,X,총무과-23390,부분공개,O,인사관리,,
14001,2025.11.20,접수,2023년도 동부권발전사업(휴-메디푸드 클러스터 육성사업) 집행잔액 반납고지서 요청,순창군 건강장수과,구성관,구성관,접수,O,전자,X,건강장수과-25422,부분공개,O,"(7호) 법인 등의 경영, 영업비밀 관련 정보",,
14000,2025.11.20,접수,[이송] 행복도시 주요 정책사례 공유 및 확산 협조요청,전북특별자치도 건설정책과,전국진,,담당확인,O,전자,X,건설정책과-16574,대국민공개,O,,,
13999,2025.11.20,접수,이광희 국회의원 요구자료 제출 요청(공유재산 매입·매각 관련),전북특별자치도 회계과,고은아,고은아,접수,O,전자,X,회계과-23859,비공개,O,내부검토 과정,,
13998,2025.11.20,접수,수의계약 배제사유 여부 조회(잘짓는건축),전북특별자치도수산기술연구소 수산연구과,김혜수,,담당확인,O,전자,X,수산연구과-7310,대국민공개,O,,,
13997,2025.11.20,접수,수의계약 배제사유 여부 조회(중원종합배관),전북특별자치도수산기술연구소 민물고기연구센터,김혜수,,담당확인,O,전자,X,민물고기연구센터-5005,비공개,X,사업장 정보보호,,
13996,2025.11.20,접수,중앙부처 법령 제·개정안 의견조회(신용보증기금법 등 21건),전북특별자치도 법무행정과,김혜수,,담당확인,O,전자,X,법무행정과-10368,비공개,O,내부검토,,
13995,2025.11.20,접수,중앙부처 법령 제·개정안 의견조회(산업발전법 등 22건),전북특별자치도 법무행정과,김혜수,,담당확인,O,전자,X,법무행정과-10367,비공개,O,내부검토,,
13994,2025.11.20,접수,대한민국시도지사협의회 대정부 정책건의과제 부서의견 회신,전북특별자치도 농생명정책과,최강철,,담당확인,O,전자,X,농생명정책과-12077,비공개,O,내부검토과정,,
13993,2025.11.20,접수,국무조정실 파견 연장에 따른 결원보충 사전협의 요청,전북특별자치도 총괄지원과,장승현,,담당확인,O,전자,X,총괄지원과-5047,비공개,O,개인정보 포함,,
13992,2025.11.20,접수,전북 차세대 동물의약품 규제자유특구 후보과제 참여희망 특구사업자 모집 공고 및 도보게재 의뢰,전북특별자치도 동물방역과,김혜수,,담당확인,O,전자,X,동물방역과-19058,대국민공개,O,,,
13990,2025.11.20,접수,2025년 11월 전북 빅데이터 기술교류 공동연구회 세미나 및 「제3회 전북 청년 빅데이터 경진대회」시상식 개최 안내,전북대학교 빅데이터혁신융합대학사업단,박정환,,담당확인,O,전자,X,빅데이터혁신융합대학사업단-999,대국민공개,O,,,
13989,2025.11.20,접수,2025년 실적 지자체 합동평가 실국장 추진상황 보고회 일정변경 및 참석 협조,전북특별자치도 자치행정과,김혜수,,담당확인,O,전자,X,자치행정과-11630,비공개,X,대외비 보고회 자료,,
13988,2025.11.20,접수,지방공무원 인사발령사항 알림(복직 및 육아휴직),전북특별자치도의회 총무담당관,김혜수,,담당확인,X,전자,X,총무담당관-9403,비공개,O,인사관련 사항,,
13987,2025.11.20,접수,제13회 전북특별자치도 도민정책 아이디어 공모전 홍보 협조 요청,(재)전북연구원 연구진흥팀,변승주,,담당확인,O,전자,X,연구진흥팀-1287,대국민공개,O,,,
13986,2025.11.20,접수,(전직원 공람) 법령 제ㆍ개정에 따른 자치법규 위임사항 통보,전북특별자치도 법무행정과,김혜수,,담당확인,O,전자,X,법무행정과-10350,대국민공개,O,,,
13985,2025.11.20,접수,장애인 정보접근권 보장을 위한 『장벽 없는 키오스크』가이드라인 배포 협조 요청,전북특별자치도 장애인복지정책과,김혜수,,담당확인,O,전자,X,장애인복지정책과-15226,대국민공개,O,,,
13984,2025.11.20,접수,2025년 4분기 혁신도정상 실적서 송부(소방본부),전북특별자치도 소방행정과,정상곤,정상곤,접수,O,전자,X,소방행정과-31673,대국민공개,O,,,
13983,2025.11.19,접수,'25년 4분기 적극행정을 통한 규제개선 사례 제출 요청(~12.5.),전북특별자치도 자치제도과,김혜수,,담당확인,O,전자,X,자치제도과-5327,대국민공개,O,,,
13982,2025.11.19,접수,지방세외수입정보시스템 서비스 중단 일정 안내,전북특별자치도 세정과,김혜수,,담당확인,X,전자,X,세정과-12566,대국민공개,O,,,
13981,2025.11.19,접수,전북특별자치도 소방교육훈련기관 운영 규정(훈령) 제정에 따른 검토 의견 조회,전북특별자치도 소방행정과,김혜수,,담당확인,O,전자,X,소방행정과-31577,비공개,O,의사결정 과정,,
13980,2025.11.19,접수,2026년 중기기본인력운용계획 수립을 위한 자료 제출,전북특별자치도보건환경연구원 총무과,장승현,,담당확인,O,전자,X,총무과-5340,부분공개,O,의사결정 과정,,
13979,2025.11.19,접수,도 산하 공기업 및 출연기관 지도·점검 결과보고서 제출 요청,전북특별자치도 예산과,변승주,변승주,접수,O,전자,X,예산과-12596,대국민공개,O,,,
13978,2025.11.19,접수,SGIS 소지역 통계를 활용한 공간분석 실습 교육생 추천 요청,국가데이터처 공간정보서비스과,홍진희,홍진희,접수,O,전자,X,공간정보서비스과-306,대국민공개,O,,,
13977,2025.11.19,접수,대한민국시도지사협의회 대정부 정책건의과제('25년 17차) 검토의견 제출,전북특별자치도 회계과,최강철,,담당확인,O,전자,X,회계과-23788,비공개,O,내부검토 과정,,
13976,2025.11.19,접수,2025년 하반기 중대재해 예방 안전점검 실시 및 결과 제출(전북 육아종합지원센터),전북특별자치도 사회복지정책과,장승현,,담당확인,O,전자,X,사회복지정책과-23123,비공개,O,내부검토과정,,
13975,2025.11.19,접수,자치법규안 사전심사 결과 알림(「전북특별자치도 행정기구 설치 및 정원 운영에 관한 조례 시행규칙」일부개정규칙안),전북특별자치도 법무행정과,최홍창,,담당확인,O,전자,X,법무행정과-10349,비공개,O,내부검토 과정,,
13974,2025.11.19,접수,2025 농림어업총조사 지자체 예산(6차) 재배정 알림,국가데이터처 농어업통계과,김대명,김대명,접수,O,전자,X,농어업통계과-455,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
13964,2025.11.19,접수,수의계약 배제사유 여부 조회(리버사이언스),전북특별자치도동물위생시험소 방역과,김혜수,,담당확인,O,전자,X,방역과-10403,대국민공개,O,,,
13963,2025.11.19,접수,수의계약 배제사유 여부 조회(유한회사미도씨엔에스),전북특별자치도동물위생시험소 방역과,김혜수,,담당확인,O,전자,X,방역과-10402,대국민공개,O,,,
13962,2025.11.19,접수,2025년 개인정보 보호 교육 이수 요청(전직원 공람),전북특별자치도 행정정보과,김혜수,,담당확인,X,전자,X,행정정보과-16580,대국민공개,O,,,
13961,2025.11.19,접수,국회예산정책처 요구자료 제출(노인 복지사업 관련 자료보완),순창군 기획예산실,전영훈,,담당확인,O,전자,X,기획예산실-16370,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
13960,2025.11.19,접수,2025년 기획재정부 재정교육 12월 수강모집 안내,전북특별자치도인재개발원 교육지원과,김혜수,,담당확인,O,전자,X,교육지원과-11833,대국민공개,O,,,
13959,2025.11.19,접수,2025년도 전북특별자치도 인재개발원 사이버교육(나라배움터) 수강 안내(전직원 공람),전북특별자치도인재개발원 인재양성과,김혜수,,담당확인,X,전자,X,인재양성과-5467,대국민공개,O,,,
13958,2025.11.19,접수,2026년 상반기 사용분 인구동태신고서 서식 및 견본4종 배부 알림,국가데이터처 인구동향과,홍진희,,담당확인,O,전자,X,인구동향과-366,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보 (6호) 개인 사생활 관련 정보",,
13956,2025.11.19,접수,2025년도 4분기 우발채무 전문가 컨설팅 수요 조사,전북특별자치도 예산과,고은아,고은아,접수,O,전자,X,예산과-12569,대국민공개,O,,,
13955,2025.11.19,접수,「콘텐츠산업 진흥법 시행령」일부 개정령안 의견조회,전북특별자치도 문화산업과,김혜수,,담당확인,O,전자,X,문화산업과-16434,대국민공개,O,,,
13954,2025.11.19,접수,「2025년 전북특별자치도 사회조사 분석용역」 준공금 청구서 제출,전 주 대 학 교 전자문서시스템,홍진희,,담당확인,O,전자,X,산학연구지원실-8082,대국민공개,O,,,
13953,2025.11.19,접수,국회예산정책처 요구자료 제출(노인 복지사업 관련 자료보완),무주군 기획조정실,전영훈,,담당확인,O,전자,X,기획조정실-14272,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
13952,2025.11.19,접수,2025년 지방자치단체 자체 조직진단 결과 제출,고창군 행정지원과,장승현,,담당확인,O,전자,X,행정지원과-31741,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보 (6호) 개인 사생활 관련 정보",,
13951,2025.11.19,접수,2026년 중기기본인력운용계획 수립을 위한 자료 제출,전북특별자치도 총무과,장승현,,담당확인,O,전자,X,총무과-23414,비공개,O,내부검토 과정,,
13949,2025.11.19,접수,2026년 창업지원사업 통합공고 자료 제출 요청,전북특별자치도 창업지원과,김혜수,,담당확인,O,전자,X,창업지원과-5475,대국민공개,O,,,
13948,2025.11.19,접수,2026년도 기본연구과제 수행을 위한 연구주제 수요조사 협조 요청,전북특별자치도 정책기획관,김혜수,,담당확인,O,전자,X,정책기획관-13938,대국민공개,O,,,
13947,2025.11.19,접수,2026년도 지방자치단체 정책지원을 위한 정책연구과제 및 정책이슈리포트 제안 요청,전북특별자치도 정책기획관,김혜수,,담당확인,O,전자,X,정책기획관-13937,대국민공개,O,,,
13945,2025.11.19,접수,2025년 지방자치단체 자체 조직진단 결과 제출,장수군 행정지원과,장승현,,담당확인,O,전자,X,행정지원과-31404,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
13944,2025.11.19,접수,대한민국국회 법제사법위원회 의견제시 요청(국가보안법 일부개정법률안),전북특별자치도 법무행정과,김혜수,,담당확인,O,전자,X,법무행정과-10330,비공개,O,내부검토,,
13943,2025.11.19,접수,안상훈 의원실 요구자료 제출(전국민 마음투자 지원사업 관련 현행화),전북특별자치도 건강증진과,전영훈,,담당확인,O,전자,X,건강증진과-17409,비공개,O,내부검토 과정,,
13942,2025.11.19,접수,2026년 비영리민간단체 공익활동 지원사업 공통 선정기준 의견 조회,전북특별자치도 예산과,고은아,고은아,접수,O,전자,X,예산과-12541,대국민공개,O,,,
13936,2025.11.18,접수,수의계약 배제사유 여부 조회(건설안전관리협회),전북특별자치도수산기술연구소 수산연구과,김혜수,,담당확인,O,전자,X,수산연구과-7265,대국민공개,O,,,
13935,2025.11.18,접수,수의계약 배제사유 여부 조회[유한회사 스카이항공],전북특별자치도 소방행정과,김혜수,,담당확인,O,전자,X,소방행정과-31537,부분공개,O,사업자 세부정보 보호 등,,
13934,2025.11.18,접수,수의계약 배제사유 여부 조회[(유) 한빛글로벌],전북특별자치도 소방행정과,김혜수,,담당확인,O,전자,X,소방행정과-31539,대국민공개,O,,,
13933,2025.11.18,접수,2025년 12월 통계DB관리시스템 이용자 교육 실시 안내,국가데이터처 통계서비스기획과,홍진희,,담당확인,O,전자,X,통계서비스기획과-424,비공개,O,(6호) 개인 사생활 관련 정보,,
13932,2025.11.18,접수,2025 농림어업총조사 LED 전광판 송출 협조 요청,국가데이터처 전주사무소,김대명,,담당확인,O,전자,X,전주사무소-431,대국민공개,O,,,
13931,2025.11.18,접수,공무원 자기주도학습 교육훈련시간 충족현황 알림('25.11.18.실적 및 '25.12.31.예상),전북특별자치도인재개발원 교육지원과,김혜수,,담당확인,O,전자,X,교육지원과-11838,비공개,O,개인정보 등,,
13930,2025.11.18,접수,노인복지사업 관련 자료 제출,익산시 노인복지과,전영훈,,담당확인,O,전자,X,노인복지과-14218,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
13929,2025.11.18,접수,민형배 국회의원 요구자료 제출(공립미술관 소장품 관련),전북특별자치도 문화산업과,전영훈,,담당확인,O,전자,X,문화산업과-16397,대국민공개,O,,,
13928,2025.11.18,접수,자치법규 인권영향평가에 따른 검토결과 송부,전북특별자치도 인권담당관,최홍창,,담당확인,X,전자,X,인권담당관-5642,대국민공개,O,,,
13927,2025.11.18,접수,"민형배 국회의원 요구자료 제출 요청(국공립 박물관, 미술관 소장품 관련) 회신",전북특별자치도립미술관,전영훈,,담당확인,O,전자,X,도립미술관-6553,비공개,O,내부 검토 과정,,
13926,2025.11.18,접수,「영도구 정책 아이디어 공모전」 제안의 채택 및 시행여부 조회,영도구 기획감사실,안순남,,담당확인,O,전자,X,기획감사실-18489,대국민공개,O,,,
13923,2025.11.18,접수,행정·공공기관 웹사이트 불법 광고 차단 조치 요청,전북특별자치도 행정정보과,김혜수,,담당확인,O,전자,X,행정정보과-16460,비공개,O,내부검토 과정,,
13922,2025.11.18,접수,SGIS 도메인 변경에 따른 이용기관 조치사항 안내,국가데이터처 공간정보서비스과,홍진희,홍진희,접수,O,전자,X,공간정보서비스과-255,대국민공개,O,,,
13921,2025.11.18,접수,민선8기 도지사 공약사업 추진상황 점검결과 변경 요청,전북특별자치도 해양항만과,이학수,,담당확인,X,전자,X,해양항만과-8351,대국민공개,O,,,
13920,2025.11.18,접수,비영리법인 해산신고 알림(재단법인 한국기독교부활장애인선교재단),전북특별자치도 유산관리과,김혜수,,담당확인,X,전자,X,유산관리과-16790,대국민공개,O,,,
13919,2025.11.18,접수,지방자치인재개발원「AI 인사이트 특강(11월)」2회차 운영 안내,전북특별자치도인재개발원 교육지원과,김혜수,,담당확인,O,전자,X,교육지원과-11811,대국민공개,O,,,
13918,2025.11.18,접수,지방공무원 인사발령사항 알림(’25.11.18.),전북특별자치도의회 총무담당관,김혜수,,담당확인,X,전자,X,총무담당관-9311,비공개,O,인사관련 사항,,
13917,2025.11.18,접수,중앙부처 법령 제·개정안 의견조회(국민연금법 등 22건),전북특별자치도 법무행정과,김혜수,,담당확인,O,전자,X,법무행정과-10317,비공개,O,내부검토,,
13916,2025.11.18,접수,자발적 기탁물품 기탁자의 직무관련성 유무 조회 요청,전북특별자치도립여성중고등학교,김혜수,,담당확인,O,전자,X,전북특별자치도립여성중고등학교-5040,대국민공개,O,,,
13915,2025.11.18,접수,지방공무원 파견 사전협의 요청,국민권익위원회 운영지원과,장승현,장승현,접수,O,전자,X,운영지원과-9761,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보 (6호) 개인 사생활 관련 정보",,
13914,2025.11.18,접수,제안의 채택 및 시행여부 조회 협조 요청,사상구 기획감사실,안순남,,담당확인,O,전자,X,기획감사실-15874,대국민공개,O,,,
13903,2025.11.18,접수,[한국지방행정연구원] 제5차 지방자치단체 업무량분석프로그램 개발TF 참석 요청 ,한국지방행정연구원 조직진단분석센터,안순남,,담당확인,X,전자,X,연구실-7107,대국민공개,O,,,
13902,2025.11.18,접수,2025년 제8회 중앙지방정책협의회 개최 안내 및 안건제출 요청,전북특별자치도 자치행정과,강혜선,,담당확인,O,전자,X,자치행정과-11561,대국민공개,O,,,
13901,2025.11.18,접수,2025년「기후재난 보건응급조사」3차 교육 알림,전북특별자치도 보건의료과,김혜수,,담당확인,O,전자,X,보건의료과-19443,부분공개,O,내부검토 과정,,
13900,2025.11.18,접수,정보자원관리시스템(IRM) 복구(11.12.)에 따른 3분기 정책정보 확인 추가 입력 안내,전북특별자치도 행정정보과,안순남,,담당확인,O,전자,X,행정정보과-16435,비공개,O,시스템 보안,,
13899,2025.11.18,접수,도내업체 생산제품 우선구매 협조(요청),전북특별자치도 회계과,고은아,,담당확인,O,전자,X,회계과-23512,대국민공개,O,,,
13898,2025.11.18,접수,행정규제 검토의견 회신「전북특별자치도 행정기구 설치 및 정원 운영에 관한 조례 시행규칙」,전북특별자치도 자치제도과,최홍창,,담당확인,O,전자,X,자치제도과-5301,비공개,O,의사결정 과정,,
13897,2025.11.18,접수,전북특별자치도 공공디자인 진흥계획 및 진흥위원회 제도 안내,전북특별자치도 주택건축과,김혜수,,담당확인,O,전자,X,주택건축과-27452,대국민공개,O,,,
13896,2025.11.18,접수,수의계약 배제사유 여부 조회(투센스),전북특별자치도수산기술연구소어업기술센터,김혜수,,담당확인,O,전자,X,어업기술센터-5217,대국민공개,O,,,
13895,2025.11.18,접수,2025년 기준 경제총조사 관련 의견 수렴 협조 요청,국가데이터처 경제총조사과,김대명,,담당확인,O,전자,X,경제총조사과-269,대국민공개,O,,,
13894,2025.11.18,접수,2026년 중기기본인력운용계획 수립을 위한 자료 제출(건설교통국),전북특별자치도 건설정책과,장승현,,담당확인,O,전자,X,건설정책과-16399,비공개,X,의사결정 과정,,
13893,2025.11.17,접수,모경종 국회의원 요구자료 제출 요청(지역축제 안전관리 관련) 회신,전북특별자치도 안전정책과,전영훈,,담당확인,O,전자,X,안전정책과-14215,비공개,O,의사결정 과정,,
13888,2025.11.17,접수,법령에 대한 성별영향평가 결과 통보(전북특별자치도 행정기구 설치 및 정원 운영에 관한 조례 시행규칙 일부개정규칙안),전북특별자치도 여성가족과,최홍창,,담당확인,X,전자,X,여성가족과-22289,대국민공개,O,,,
13887,2025.11.17,접수,대통령 해외순방 중 공무원 공직기강 확립 및 근무 철저(전 직원 공람),전북특별자치도 총무과,김혜수,,담당확인,X,전자,X,총무과-23178,대국민공개,O,,,
13886,2025.11.17,접수,2025년 전북특별자치도 통계시스템 유지보수 용역 변경계약(계약금액) 알림,전북특별자치도 회계과,홍진희,,담당확인,X,전자,X,회계과-23495,대국민공개,O,,,
13885,2025.11.17,접수,2025년 4차 전북 가명정보 활용협의회 및 성과보고회 참석 요청,(재)전북테크노파크 AI융합팀,박정환,,담당확인,X,전자,X,AI융합팀-5383,대국민공개,O,,,
13884,2025.11.17,접수,제안의 채택 및 시행 여부 조회 협조 요청,춘천시 자치행정과,안순남,,담당확인,O,전자,X,자치행정과-15954,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보 (6호) 개인 사생활 관련 정보",,
13883,2025.11.17,접수,자치법규 부패영향평가 결과 통보(전북특별자치도 행정기구 설치 및 정원 운영에 관한 조례 시행규칙),전북특별자치도감사위원회 사무국,최홍창,,담당확인,X,전자,X,사무국-15027,비공개,O,5호,,
13882,2025.11.17,접수,이준석 국회의원 요구자료 제출(GITEX 관련),익산시 경제산업과,전영훈,,담당확인,O,전자,X,경제산업과-12286,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
13881,2025.11.17,접수,이준석 국회의원 요구자료 제출(GITEX 관련),전북특별자치도 디지털산업과,전영훈,,담당확인,O,전자,X,디지털산업과-5801,대국민공개,O,,,
13880,2025.11.17,접수,중앙부처 법령 제·개정안 의견조회(교육기본법 등 22건),전북특별자치도 법무행정과,김혜수,,담당확인,O,전자,X,법무행정과-10289,비공개,O,내부검토,,
13879,2025.11.17,접수,중앙부처 법령 제·개정안 의견조회(공연법 등 22건),전북특별자치도 법무행정과,김혜수,,담당확인,O,전자,X,법무행정과-10288,비공개,O,내부검토,,
13878,2025.11.17,접수,2025년 하반기 현장행정 우수사례 선정 계획 안내 및 우수사례 제출 요청,전북특별자치도 자치행정과,김혜수,,담당확인,O,전자,X,자치행정과-11535,대국민공개,O,,,
13877,2025.11.17,접수,수의계약 배제사유 여부 조회(주식회사 한빛전력),전북특별자치도동물위생시험소 방역과,김혜수,,담당확인,O,전자,X,방역과-10284,대국민공개,O,,,
13876,2025.11.17,접수,2025년 도봉구 제안 중복 포상 여부 조회,도봉구 기획예산과,안순남,,담당확인,O,전자,X,기획예산과-14693,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
13875,2025.11.17,접수,파견직원 기간연장 및 교체여부 협의(전북특별자치도),지방시대위원회 운영지원팀,장승현,장승현,접수,O,전자,X,운영지원팀-2644,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보 (6호) 개인 사생활 관련 정보",,
13874,2025.11.17,접수,2026년 중기기본인력 운용계획 수립 자료 제출,전북특별자치도 탄소중립정책과,장승현,,담당확인,O,전자,X,탄소중립정책과-19138,대국민공개,O,,,
13872,2025.11.17,접수,「지방자치단체를 당사자로 하는 계약에 관한 법률 일부개정법률안」 (윤영석 의원 대표발의 2건) 의견조회,전북특별자치도 회계과,김혜수,,담당확인,O,전자,X,회계과-23422,대국민공개,O,,,
13871,2025.11.17,접수,국가데이터처(舊 통계청) 대표 누리집 도메인 안내,전북특별자치도 정책기획관,홍진희,,담당확인,X,전자,X,정책기획관-13863,대국민공개,O,,,
13870,2025.11.17,접수,2025년 우발채무·투자심사 권역별 설명회 개최 안내 및 참석자 명단 제출 요청,전북특별자치도 예산과,고은아,,담당확인,O,전자,X,예산과-12494,대국민공개,O,,,
13869,2025.11.17,접수,2026년도 지방자치단체 정책지원을 위한 정책연구과제 및 정책이슈리포트 제안 요청,한국지방행정연구원 연구기획과,안순남,,담당확인,O,전자,X,기획조정실-3098,대국민공개,O,,,
13868,2025.11.17,접수,2026년도 기본연구과제 수행을 위한 연구주제 수요조사 협조 요청,한국지방행정연구원 연구기획과,안순남,,담당확인,O,전자,X,기획조정실-3095,대국민공개,O,,,
13867,2025.11.17,접수,중앙부처 법령 제·개정안 의견조회(개인정보 보호법 등 22건),전북특별자치도 법무행정과,김혜수,,담당확인,O,전자,X,법무행정과-10278,비공개,O,내부검토,,
13866,2025.11.17,접수,중앙부처 법령 제·개정안 의견조회(선원법 시행령 등 21건),전북특별자치도 법무행정과,김혜수,,담당확인,O,전자,X,법무행정과-10277,비공개,O,내부검토,,
13865,2025.11.17,접수,(전직원 공람)「고농도 미세먼지 비상저감조치 공공2부제 시행지침」알림,전북특별자치도 생활환경과,김혜수,,담당확인,O,전자,X,생활환경과-18380,대국민공개,O,,,
13851,2025.11.17,접수,지연배상금 부과에 따른 수의계약 배제업체 알림,전북특별자치도 회계과,김혜수,,담당확인,X,전자,X,회계과-23423,대국민공개,O,,,
13850,2025.11.17,접수,공공부문 인공지능 윤리원칙(안) 송부 및 온라인 설명회 안내,전북특별자치도 행정정보과,김혜수,,담당확인,O,전자,X,행정정보과-16360,비공개,O,내부검토 과정,,
13849,2025.11.17,접수,2025년 10월 수출입 통계 사전제공 요청 회신,전주세관,박정환,,담당확인,X,전자,X,전주세관-3064,비공개,O,(6호) 개인 사생활 관련 정보,,
13848,2025.11.17,접수,2025년 지방자치단체 자체 조직진단 결과 제출,부안군 자치행정담당관,장승현,,담당확인,O,전자,X,자치행정담당관-26482,비공개,O,"(5호) 감사, 감독, 계약, 의사결정 등 관련 정보",,
